artist,score,author
Thee Silver Mt. Zion Memorial Orchestra & Tra-La-La Band,7.1,Matthew Murphy
Pit Er Pat,6.5,Mark Richardson
The Merediths,7.0,Joe Tangari
Joy Zipper,7.5,Brian Howe
Gang Gang Dance,8.6,Brandon Stosuy
My Way My Love,6.5,Nick Sylvester
Magnolia Electric Co.,6.4,Eric Carr
Guapo,6.7,Adam Moerder
Mars Black,2.5,Ryan Dombal
Beanie Sigel,8.5,Tom Breihan
Single Frame,7.2,Jason Crock
Charalambides,8.0,Matthew Murphy
Alina Simone,7.2,Brian Howe
Jim and Jennie and the Pinetops,7.3,Joe Tangari
Of Montreal,6.4,Sam Ubl
Garbage,4.5,Stephen M. Deusner
Great Lake Swimmers,7.8,Stephen M. Deusner
Edie Sedgwick,7.6,David Raposa
Venetian Snares,7.5,Cameron Macdonald
Dirty Projectors,8.2,Jason Crock
Ocean Colour Scene,5.5,Adam Moerder
Crain,7.5,Matthew Murphy
Fischerspooner,7.3,Tom Breihan
Damien Jurado,7.3,Brian Howe
Dinosaur Jr.,6.2,Jess Harvell
Radar Bros.,6.6,Adam Moerder
"DJ Target, Riko",8.5,Jess Harvell
The Rosebuds,7.0,Marc Hogan
The Free Design,7.9,Dominique Leone
British Sea Power,7.8,Brian Howe
Death Cab for Cutie,6.5,Amanda Petrusich
The Mary Timony Band,7.3,Brian Howe
David Last,8.3,Jess Harvell
Et Sans,7.1,Matthew Murphy
Jay Bennett,7.1,Stephen M. Deusner
The National,7.9,Joe Tangari
Ffa Coffi Pawb,7.0,Stephen M. Deusner
Hrvatski,7.7,Cameron Macdonald
Phoenix,6.5,Adam Moerder
The Books,7.0,Mark Richardson
Hot Hot Heat,5.3,Rob Mitchum
Emiliana Torrini,6.3,Marc Hogan
The Capitol Years,7.7,Joe Tangari
Phonophani,7.5,Mark Richardson
Sam Prekop,8.4,Nitsuh Abebe
Ghost,8.5,Matthew Murphy
Mahjongg,7.5,Peter Macia
Morrissey,7.8,Michael Idov
Petra Haden,7.0,Johnny Loftus
ADULT.,6.0,Nitsuh Abebe
Stereophonics,4.5,Adam Moerder
Summer at Shatter Creek,3.8,Ryan Dombal
Scritti Politti,7.1,Nitsuh Abebe
Out Hud,8.0,Mark Pytlik
The Damned,7.5,Eric Carr
Drop the Lime,7.1,Cameron Macdonald
New Order,7.9,David Raposa
Keith Fullerton Whitman,6.9,Matthew Murphy
AFX,7.5,Mark Richardson
Ben Lee,2.9,Marc Hogan
Vic Chesnutt,7.5,Stephen M. Deusner
Ash,6.8,Jason Crock
Yo La Tengo,8.2,David Raposa
Roots Manuva,6.4,Tom Breihan
Beck,6.6,Rob Mitchum
Ivy,6.5,Stephen M. Deusner
Brendan Benson,7.2,Sam Ubl
Bob Drake,8.5,Dominique Leone
Gustav,7.4,Adam Moerder
The Angels of Light,7.7,Sam Ubl
Ian Brown,6.1,Joe Tangari
Prefuse 73,6.8,Rob Mitchum
The Dissociatives,2.5,Jason Crock
Jan Dukes De Grey,7.4,Matthew Murphy
Shipping News,6.7,Jason Crock
Cadence Weapon,7.8,Nick Sylvester
ZZZZ,6.5,Brian Howe
Airborn Audio,6.0,Peter Macia
Hella,7.8,Adam Moerder
The Decemberists,8.3,Stephen M. Deusner
Basement Jaxx,9.5,Jess Harvell
Unrest,8.2,Nitsuh Abebe
A-Frames,7.0,Sam Ubl
Ben Folds Five,7.6,Ryan Schreiber
M.I.A.,8.6,Scott Plagenhoef
Pony Up!,3.5,Peter Macia
Christina Carter,7.2,Matthew Murphy
Nick Cave & the Bad Seeds,7.8,Stephen M. Deusner
Snow Patrol,7.2,Marc Hogan
Emanon,6.7,Jamin Warren
Fog,6.8,Brian Howe
Langtry,7.1,Joe Tangari
Matt Valentine and Erika Elder,7.9,Nick Sylvester
Queens of the Stone Age,7.5,Amanda Petrusich
Monade,6.7,Mark Richardson
Nagisa Ni Te,7.0,Adam Moerder
Blitzen Trapper,7.0,Jason Crock
Steve Wynn,8.0,Matthew Murphy
Moby,2.4,Rob Mitchum
Konono N°1,7.9,Joe Tangari
Thunderbirds Are Now!,8.0,Brian Howe
The Field Mice,7.8,Nitsuh Abebe
Do or Die,6.3,Tom Breihan
John Digweed,6.9,Jess Harvell
50FootWave,7.3,David Raposa
Kaiser Chiefs,6.7,Joe Tangari
French Toast,6.8,Tom Breihan
DJ Kaos,6.4,Nick Sylvester
Devin Davis,7.2,Ryan Dombal
Keren Ann,8.2,Sam Ubl
Albert Ayler,9.3,Mark Richardson
Daft Punk,4.9,Mark Pytlik
Cephalic Carnage,7.0,Isaiah Violante
Chariots,7.2,Matthew Murphy
Kathleen Edwards,7.7,Stephen M. Deusner
Shining,8.3,Brandon Stosuy
By the End of Tonight,5.7,Sam Ubl
Rapper Big Pooh,6.7,Jamin Warren
Greater California,7.6,Joe Tangari
Andrew Bird,8.3,David Raposa
Louis XIV,4.8,Marc Hogan
Scorch Trio,6.8,Matthew Murphy
Daedelus,7.1,Jason Crock
The Zutons,7.8,Amanda Petrusich
The Kills,8.3,Peter Macia
Behold...the Arctopus,5.1,Adam Moerder
Coughs,6.5,Nick Sylvester
Mia Doi Todd,6.9,David Raposa
Busdriver,7.9,Cameron Macdonald
The Flaming Lips,7.6,Chris Dahlen
Marbles,5.0,Jason Crock
Karate,6.8,Brian Howe
Ruff Sqwad,7.2,Jess Harvell
The Coctails,7.4,Joe Tangari
Madlib,8.1,Jamin Warren
The Evens,8.0,Matthew Murphy
Mando Diao,6.9,Jason Crock
Sightings,7.8,Brandon Stosuy
Converge,8.0,Sam Ubl
50 Cent,7.0,Julianne Escobedo Shepherd
The Curtains,6.0,Adam Moerder
Minus Story,6.9,Matthew Murphy
Alog,8.4,Mark Richardson
Tarentel,7.3,Cameron Macdonald
Patrick Wolf,8.2,Brian Howe
Mommy and Daddy,2.5,Marc Hogan
The Libertines,6.8,Stephen M. Deusner
Pink Mountaintops,7.0,Sam Ubl
Mobius Band,8.0,Ryan Dombal
Dead Meadow,8.0,Peter Macia
Liz Durrett,5.4,Ryan Dombal
Bunky,7.7,Marc Hogan
Clogs,8.6,David Raposa
Justus Köhncke,8.2,Mark Pytlik
Alec DeRuggiero,7.0,Nick Sylvester
Black Lipstick,7.0,Jason Crock
Githead,7.7,Joe Tangari
The Skygreen Leopards,7.8,Brandon Stosuy
The Rub,8.0,Jamin Warren
Doves,7.8,Sam Ubl
Ida,6.4,Stephen M. Deusner
The Prayers and Tears of Arthur Digby Sellers,7.5,Brian Howe
Jeff Hanson,7.8,Matthew Murphy
Giorgio Moroder,8.6,Dominique Leone
The Mars Volta,2.0,Sam Ubl
Eluvium,7.9,Mark Richardson
Logh,5.1,Marc Hogan
Clem Snide,6.7,Stephen M. Deusner
The Octopus Project,7.3,Adam Moerder
Mogwai,8.0,Joe Tangari
The Cramps,6.6,Jason Crock
Thievery Corporation,7.6,Matthew Murphy
Montag,7.8,Brian Howe
The Slits,9.3,David Raposa
Enon,7.7,Nick Sylvester
Eastern Lane,5.0,Adam Moerder
Negativland,7.2,Cameron Macdonald
Aesop Rock,7.9,Peter Macia
Jesu,7.9,Brandon Stosuy
Josh Rouse,6.6,Marc Hogan
Sagan,5.5,Mark Richardson
Lemon Jelly,6.5,Jamin Warren
Final Fantasy,6.6,Nitsuh Abebe
Crooked Fingers,6.5,Marc Hogan
Yamataka Eye and John Zorn,7.7,Cameron Macdonald
The Howling Hex,6.8,Matthew Murphy
Sole,6.9,Brian Howe
Baby Huey,8.0,Jason Crock
A Gun Called Tension,8.4,Stephen M. Deusner
Iron & Wine,8.5,Amanda Petrusich
Robbers on High Street,6.0,Peter Macia
Laurent Garnier,7.2,Adam Moerder
Nicolai Dunger,7.3,Stephen M. Deusner
Hollertronix,7.8,Nick Sylvester
M. Ward,8.2,Joe Tangari
Nouvelle Vague,7.0,Jason Crock
L. Pierre,7.1,Matthew Murphy
Th' Legendary Shack-Shakers,7.2,Joe Tangari
We Versus the Shark,7.8,Brian Howe
Dälek,8.3,Joe Tangari
Decibully,6.8,Brian Howe
Readymade,7.0,Sam Ubl
The Plot to Blow Up the Eiffel Tower,7.5,Adam Moerder
William Basinski,7.7,Joe Tangari
Tara Jane O’Neil,7.4,David Raposa
John Frusciante,6.0,Jason Crock
Ilkae,7.4,Cameron Macdonald
Josh Ritter,8.3,Marc Hogan
The Wedding Present,6.9,Nitsuh Abebe
Drive-By Truckers,7.8,Stephen M. Deusner
Bloc Party,8.9,Nitsuh Abebe
L'Altra,7.6,Sam Ubl
Damon & Naomi,8.0,Matthew Murphy
John Fahey,8.2,Mark Richardson
Heikki,7.1,Marc Hogan
Venetian Snares,5.1,Cameron Macdonald
I Am Kloot,5.1,Adam Moerder
Grizzly Bear,7.7,Matthew Murphy
Sage Francis,8.0,Brian Howe
Antony and the Johnsons,8.6,Brandon Stosuy
Stereo Total,6.4,Nitsuh Abebe
The Impossible Shapes,6.9,Jason Crock
Four Volts,7.7,Stephen M. Deusner
The Anomoanon,7.9,Amanda Petrusich
Six Organs of Admittance,8.3,Brandon Stosuy
Bettie Serveert,4.0,Adam Moerder
Atmosphere,5.0,Peter Macia
Hezekiah,7.1,Jamin Warren
Metal Urbain,5.4,David Raposa
Gena Rowlands Band,7.1,Joe Tangari
High on Fire,7.3,Sam Ubl
Gruff Rhys,7.8,Marc Hogan
Mu,8.2,Dominique Leone
Neva Dinova,7.0,Brian Howe
Apparat,7.2,Matthew Murphy
Pernice Brothers,7.4,Stephen M. Deusner
The Postal Service,4.3,Rob Mitchum
Athlete,3.6,Adam Moerder
Tussle,6.7,Nick Sylvester
Boom Bip,7.5,Brian Howe
Piano Magic,7.2,Mark Richardson
The Chemical Brothers,7.0,Scott Plagenhoef
Amon Tobin,7.2,Brian Howe
Mikkel Metal,7.6,Matthew Murphy
The Chris Stamey Experience,7.7,Joe Tangari
LCD Soundsystem,8.2,Dominique Leone
Cex,8.3,Malcolm Seymour III
The Frames,4.7,Jason Crock
Coachwhips,7.3,Johnny Loftus
Beequeen,7.4,Matthew Murphy
Magneta Lane,7.9,Joe Tangari
Ada,8.6,Sam Ubl
Cass McCombs,7.4,Adam Moerder
Willy Mason,7.0,Brian Howe
Chin Up Chin Up,7.6,Jason Crock
Magnolia Electric Co.,5.7,Rob Mitchum
"Bonnie “Prince” Billy, Matt Sweeney",8.4,Amanda Petrusich
Duran Duran Duran,6.5,Cameron Macdonald
Mike Ladd,7.2,Joe Tangari
Shearwater,7.7,Stephen M. Deusner
Super Furry Animals,8.9,Marc Hogan
Soundtrack of Our Lives,4.8,Adam Moerder
Colin Meloy,6.6,Marc Hogan
Destroyer,6.8,Matthew Murphy
Master Musicians of Bukkake,7.2,Cameron Macdonald
AFX,5.6,Mark Richardson
Aqueduct,6.8,Johnny Loftus
Suicide,8.3,Joe Tangari
Cam'ron,8.7,Tom Breihan
M83,8.6,Brandon Stosuy
Low,5.5,David Raposa
Die Monitr Batss,5.2,Adam Moerder
Lou Barlow,7.9,Jason Crock
Hem,8.1,David Raposa
Michael Mayer,7.4,Mark Pytlik
Tegan and Sara,3.4,Marc Hogan
Sharon Jones and the Dap-Kings,8.7,Cameron Macdonald
Optimo,9.0,Mark Richardson
Dean Roberts,8.1,Chris Dahlen
...And You Will Know Us by the Trail of Dead,4.0,Nick Sylvester
Early Day Miners,6.3,Sam Ubl
Buck 65,7.0,Matthew Murphy
pedestrian,7.4,Brian Howe
Marianne Faithfull,7.9,Stephen M. Deusner
Bright Eyes,8.7,Chris Dahlen
Adam Green,5.5,Marc Hogan
Pete Rock,6.8,Cameron Macdonald
Tim Sweeney,7.5,Nick Sylvester
Morgan Geist,8.4,Mark Pytlik
Hood,8.6,Nitsuh Abebe
Terrestrial Tones,5.7,Brandon Stosuy
Jeff Parker,7.4,Matthew Murphy
Outrageous Cherry,7.7,Joe Tangari
The Blow,6.0,Marc Hogan
Wolf Eyes,7.4,Nick Sylvester
Apostle of Hustle,7.7,Brian Howe
Mission of Burma,8.2,David Raposa
The Game,8.3,Tom Breihan
Archer Prewitt,8.5,Sam Ubl
Embrace,7.3,Sam Ubl
Bardo Pond,7.8,Cameron Macdonald
Jennifer Gentle,7.9,Matthew Murphy
Manic Street Preachers,8.4,Joe Tangari
Climax Golden Twins,7.2,Joe Tangari
Bola,7.5,Mark Richardson
Greg Weeks,8.0,Matthew Murphy
Build an Ark,8.7,Cameron Macdonald
Black Mountain,8.3,Sam Ubl
The Late B.P. Helium,6.5,Stephen M. Deusner
The '89 Cubs,7.3,Brian Howe
The Society of Rockets,7.8,Matthew Murphy
Ministry,5.0,Cameron Macdonald
The Organ,6.6,Sam Ubl
Thomas Fehlmann,7.4,Cameron Macdonald
On Fillmore,7.7,Matthew Murphy
Augie March,8.2,Joe Tangari
Ol’ Dirty Bastard,6.4,Nick Sylvester
The Fiery Furnaces,8.9,Rob Mitchum
Bunnybrains,2.1,Joe Tangari
Jason Anderson,7.3,Brian Howe
Blanket Music,7.8,Chris Dahlen
Ricardo Villalobos,8.2,Nick Sylvester
"Cul de Sac, Damo Suzuki",6.3,Mark Richardson
Richard Youngs,7.5,Matthew Murphy
Snow Patrol,7.6,Marc Hogan
Mercury Rev,5.5,Peter Macia
Koushik,6.8,Brian Howe
"Yannis Kyriakides, Andy Moor",7.1,Joe Tangari
Stina Nordenstam,8.6,David Raposa
Mastodon,8.5,Isaiah Violante
The Guild League,6.6,Marc Hogan
R.A. the Rugged Man,7.5,Jamin Warren
The Knife,7.6,Sam Ubl
Marissa Nadler,8.0,Matthew Murphy
Arthur Russell,8.4,Cameron Macdonald
My Morning Jacket,6.9,Stephen M. Deusner
Massive Attack,3.0,Peter Macia
Scientific American,7.4,Brian Howe
Todd Snider,8.0,Stephen M. Deusner
Efterklang,7.9,Matthew Murphy
The Cure,8.7,Nitsuh Abebe
Afrika Bambaataa,6.9,Joe Tangari
Midnight Movies,7.2,Peter Macia
Mike Doughty,7.5,Stephen M. Deusner
Cristina,8.3,Brandon Stosuy
Saint Etienne,9.0,Scott Plagenhoef
Psapp,7.5,Sam Ubl
Robert Henke,4.8,Mark Richardson
A Cricket in Times Square,7.6,Chris Dahlen
Anders Parker,7.7,Stephen M. Deusner
Tindersticks,7.4,Matthew Murphy
Ian Broudie,5.9,Marc Hogan
Infinite Livez,7.8,Brian Howe
Magma,8.4,Dominique Leone
Tift Merritt,7.3,Sam Ubl
Breather Resist,7.4,David Raposa
Zane Trow,7.8,Joe Tangari
Man Man,8.0,Nick Sylvester
The Brian Jonestown Massacre,6.5,Matthew Murphy
Mix Master Mike,5.0,Peter Macia
Boyracer,7.0,Nitsuh Abebe
Arbouretum,7.5,Brian Howe
Excepter,8.4,Dominique Leone
Limblifter,6.7,David Moore
Rainstick Orchestra,7.3,Brian Howe
The Owls,7.7,Marc Hogan
Guided by Voices,8.4,Eric Carr
"Yasunao Tone, Florian Hecker",6.6,Cameron Macdonald
Plush,7.1,Matthew Murphy
The Strange,7.8,Joe Tangari
Triola,8.0,Mark Richardson
Nas,7.2,Nick Sylvester
Lansing-Dreiden,5.4,David Moore
Her Space Holiday,6.8,Cameron Macdonald
Freedy Johnston,7.7,Stephen M. Deusner
31Knots,8.0,Brian Howe
The Music,5.0,Joe Tangari
Theodore Unit,7.0,Sam Ubl
Fan Modine,8.0,Marc Hogan
Slowdive,9.5,Nitsuh Abebe
Kings of Leon,4.9,Stephen M. Deusner
Tower Recordings,7.6,Matthew Murphy
Sigur Rós,7.8,Sam Ubl
Wovenhand,8.5,Brandon Stosuy
The Fall,5.8,Joe Tangari
Helmet,5.4,David Raposa
Losoul,7.4,Nick Sylvester
The Strugglers,7.5,Brian Howe
Autolux,8.3,Peter Macia
Neil Young,8.0,Stephen M. Deusner
Oneida,7.4,Matthew Murphy
Dwarves,3.3,Marc Hogan
Cerys Matthews,7.4,Stephen M. Deusner
Nine Inch Nails,8.3,Rob Mitchum
Kasabian,5.2,Johnny Loftus
The Finn Brothers,6.7,Marc Hogan
Entrance,7.9,Derek Miller
Jóhann Jóhannsson,8.8,Mark Richardson
Gwen Stefani,5.1,Nick Sylvester
Nirvana,6.3,Mark Richardson
Mono,6.6,David Moore
Turing Machine,7.3,Brian Howe
Swell Maps,8.3,Joe Tangari
The Beatles,6.0,Dominique Leone
Carissa's Wierd,7.2,David Moore
Machinedrum,7.7,Cameron Macdonald
"Diplo, M.I.A.",8.5,Nick Sylvester
U2,6.9,Amanda Petrusich
Arve Henriksen,7.1,Chris Dahlen
The Frequency,6.9,Joe Tangari
Jonathan Richman,8.1,Marc Hogan
The Verve,8.3,Marc Hogan
Handsome Boy Modeling School,6.6,Jamin Warren
Andy Partridge,6.6,Chris Dahlen
John Tejada,7.7,Cameron Macdonald
Oh No,7.8,Jamin Warren
The Ex,8.8,Joe Tangari
Snoop Dogg,2.1,Tom Breihan
Wire,8.1,Joe Tangari
Battles,8.3,Sam Ubl
Okkervil River,7.7,Stephen Deusner
Barbez,8.0,Michael Idov
The Gris Gris,7.0,Brandon Stosuy
Pearl Jam,5.9,Scott Plagenhoef
Gravenhurst,7.3,Matthew Murphy
The Residents,7.0,Cameron Macdonald
Bibio,7.3,Brian Howe
Rufus Wainwright,6.0,Stephen Deusner
MF DOOM,7.5,Nick Sylvester
Prosaics,6.7,David Moore
Electric Company,7.1,Cameron Macdonald
Wu-Tang Clan,7.9,Brian Howe
Michael Jackson,8.0,Tom Breihan
High Water Marks,6.8,Joe Tangari
Smith & Mighty,6.4,Cameron Macdonald
Smoke and Smoke,7.5,Brian Howe
Hall of Fame,8.4,Matthew Murphy
Nick Drake,3.3,Sam Ubl
Eminem,6.5,Scott Plagenhoef
Lusine,6.8,Nick Sylvester
Metal Fingers,7.5,Jamin Warren
Tanakh,7.6,Mark Richardson
Can,8.7,Dominique Leone
Cat Power,6.1,Stephen M. Deusner
At the Drive In,6.1,Mark Richard-San & Ryan Schreiber
The Nels Cline Singers,7.0,Sam Ubl
Sleepytime Gorilla Museum,7.3,David Moore
Liz Janes,6.0,Nick Sylvester
John Lennon,7.1,Marc Hogan
The Firebird Band,6.8,Joe Tangari
Tarentel,7.6,Cameron Macdonald
Akufen,8.2,Scott Plagenhoef
Isis,8.4,Brandon Stosuy
Flat Earth Society,7.2,Matthew Murphy
Willie Nelson,7.8,Stephen Deusner
Mellow,8.1,Derek Miller
Explosions in the Sky,5.5,Sam Ubl
Annie,8.8,Scott Plagenhoef
Vordul Mega,7.0,Brian Howe
"Non, Boyd Rice",7.2,Cameron Macdonald
Pattern Is Movement,8.3,Joe Tangari
Depeche Mode,5.9,Marc Hogan
Neko Case,7.6,Stephen Deusner
J.U.F.,5.9,David Moore
Jake Fairley,7.1,Derek Miller
The Graves,7.1,Chris Dahlen
The Soft Pink Truth,8.5,Cameron Macdonald
Leonard Cohen,8.0,Brian Howe
Mugison,7.0,Matthew Murphy
Sunburned Hand of the Man,7.2,Sam Ubl
"Cex, Kid606",7.2,Cameron Macdonald
The Donnas,5.5,Johnny Loftus
Grandaddy,7.3,Brian Howe
Shivaree,6.9,Stephen Deusner
Kid Dakota,7.2,Matthew Murphy
Wilco,7.5,Joe Tangari
El-P,7.2,David Moore
Matt Sharp,6.3,Marc Hogan
IQU,7.6,Liam Singer
Frausdots,6.7,Derek Miller
Aloha,7.2,David Moore
Death From Above 1979,8.3,Nick Sylvester
McEnroe and Birdapres,5.1,Cameron Macdonald
The Court & Spark,7.8,Sam Ubl
DJ /rupture,7.7,Scott Plagenhoef
"JAY-Z, R. Kelly",6.7,Tom Breihan
Black Eyes,6.9,Joe Tangari
Julie Doiron,7.4,Matthew Murphy
Sir Richard Bishop,7.9,Matthew Murphy
Beans,6.8,Derek Miller
The Go! Team,8.7,Ryan Schreiber
Son Ambulance,7.5,Brian Howe
Les Georges Leningrad,7.8,Brian Howe
Edith Frost,7.9,Stephen M. Deusner
Ariel Pink's Haunted Graffiti,5.0,Nick Sylvester
Pavement,10.0,Mark Richardson
Robyn Hitchcock,7.2,Stephen M. Deusner
Medications,7.5,Joe Tangari
Luna,7.3,Joe Tangari
Boredoms,6.0,Dominique Leone
"Jello Biafra, Melvins",7.3,David Moore
"Philip Jeck, Janek Schaefer",7.6,Cameron Macdonald
Trouble Everyday,7.7,Sam Ubl
Cyann & Ben,7.2,Nick Sylvester
Ted Leo and the Pharmacists,7.0,Rob Mitchum
Dead Combo,7.5,Sam Ubl
Camera Obscura,7.5,Marc Hogan
Yuka Honda,7.5,Johnny Loftus
Vashti Bunyan,9.0,Matthew Murphy
Le Tigre,3.3,Nick Sylvester
Jon Brion,7.0,David Moore
DACM,7.8,Cameron Macdonald
Solvent,8.0,Derek Miller
Jimmy Eat World,3.0,Marc Hogan
Matthew Shipp,7.2,Matthew Murphy
Knockout Pills,7.7,Stephen M. Deusner
United States of America,8.9,Cameron Macdonald
Mission of Burma,9.0,Brian Howe
Mos Def,5.4,Jamin Warren
Dogs Die in Hot Cars,6.3,Marc Hogan
Duo505,7.0,Cameron Macdonald
Ahleuchatistas,8.0,Joe Tangari
William Shatner,7.5,Jonathan Zwickel
Elliott Smith,7.2,Amanda Petrusich
The Bloodthirsty Lovers,7.0,Brian Howe
Paul Brill,7.4,Sam Ubl
Windsor for the Derby,8.3,Derek Miller
Acid Mothers Temple,6.8,Matthew Murphy
Deerhoof,6.0,David Moore
Poster Children,7.0,Johnny Loftus
Triosk,7.8,Mark Richardson
Thomas Dimuzio,8.3,Cameron Macdonald
The Dillinger Escape Plan,6.8,David Moore
The Blood Brothers,7.5,Rob Harvilla
"The Autumn Defense, Hem",6.8,Liam Singer
Calamalka,8.0,Cameron Macdonald
"Henry Cow, Slapp Happy",8.2,Dominique Leone
Frog Eyes,7.5,Nick Sylvester
Camper Van Beethoven,7.0,Matthew Murphy
Ammoncontact,6.9,Cameron Macdonald
"Josephine Foster, The Supposed",7.7,Nick Sylvester
Earlimart,8.0,Michael Idov
Savath y Savalas,7.4,Rob Mitchum
Pinback,8.1,Stephen M. Deusner
kpt.michi.gan,6.2,Derek Miller
Joseph Arthur,7.8,Stephen M. Deusner
Tim Hecker,7.9,Mark Richardson
American Music Club,8.0,Brian Howe
Frank Black,7.4,Joe Tangari
Kimya Dawson,6.5,David Moore
The Sadies,7.2,Joe Tangari
Richard Buckner,8.0,Brian Howe
De La Soul,8.2,Jamin Warren
Brian Eno,8.8,Liam Singer
Client,5.9,Derek Miller
Uncut,7.7,Derek Miller
R. Stevie Moore,8.0,Dominique Leone
Karate,8.2,Brian Howe
Mats Gustafsson,6.9,Sam Ubl
k-os,7.4,Derek Miller
Khonnor,7.7,Cameron Macdonald
Hercules,8.2,Marc Hogan
Fatboy Slim,4.6,Johnny Loftus
Nick Cave & the Bad Seeds,7.8,Matthew Murphy
Keith Fullerton Whitman,7.6,Cameron Macdonald
Bark Psychosis,7.7,Sam Ubl
Jean Grae,7.9,Jamin Warren
Q and Not U,7.5,Nick Sylvester
R.E.M.,5.2,Stephen M. Deusner
Sally Timms,6.7,Matthew Murphy
The Legendary Pink Dots,7.6,Joe Tangari
Richard Crandell,7.9,Liam Singer
Hot Snakes,7.7,Brian Howe
Tom Waits,8.0,Amanda Petrusich
VHS or Beta,4.2,Derek Miller
Saturday Looks Good to Me,7.5,David Moore
Brandon Wiard,8.1,Joe Tangari
Wolf Eyes,8.0,Sam Ubl
Blues Explosion,6.8,Jonathan Zwickel
RTX,5.8,Johnny Loftus
"James Yorkston, The Athletes",7.6,Marc Hogan
Thalia Zedek,7.8,Matthew Murphy
Panda Bear,8.5,Mark Richardson
Bloc Party,8.0,Brian Howe
Talib Kweli,7.6,Jamin Warren
Silkworm,7.1,Matthew Murphy
Steve Reid,9.0,Jonathan Zwickel
The Fucking Am,7.0,Johnny Loftus
Brian Wilson,9.0,Dominique Leone
Royal City,5.8,Marc Hogan
Miss Kittin,7.0,Derek Miller
The Delgados,7.6,Chris Dahlen
Travis Morrison,0.0,Chris Dahlen
PANTHERS,6.2,Nick Sylvester
Saul Williams,7.2,Liam Singer
Hurricane Lamps,7.3,Joe Tangari
Interpol,8.5,David Moore
"Elvis Costello, The Imposters",6.8,Stephen M. Deusner
Cut Chemist,6.1,Cameron Macdonald
Subtle,7.8,Brian Howe
Fela Kuti,8.4,Liam Singer
Daniel Johnston,8.3,David Moore
Green Day,7.2,Johnny Loftus
Rah Bras,6.8,Brian Howe
Moris Tepper,7.5,Johnny Loftus
Will Johnson,7.7,Stephen M. Deusner
Shugo Tokumaru,8.6,Nick Sylvester
Jeff Buckley,9.0,Dominique Leone
Shyne,6.9,Jamin Warren
Jens Lekman,7.0,Johnny Loftus
These Arms Are Snakes,7.6,David Moore
DJ Clever,7.9,Scott Plagenhoef
Devendra Banhart,8.0,Dominique Leone
The Clash,10.0,Amanda Petrusich
The Thrills,6.0,Marc Hogan
Viva Voce,7.6,Joe Tangari
Annette Peacock,7.9,Chris Dahlen
Ellen Allien,7.3,Nick Sylvester
The Zombies,0.9,Marc Hogan
Gary Wilson,7.0,Matthew Murphy
Six Organs of Admittance,7.6,Liam Singer
The Legends,8.0,Stephen M. Deusner
Super Furry Animals,7.0,Derek Miller
Dungen,9.3,Brandon Stosuy
Nedelle & Thom,5.6,Stephen M. Deusner
Call and Response,7.3,Liam Singer
Flössin,7.6,Mark Richardson
Channels,7.7,Brian Howe
Minus the Bear,6.4,David Moore
George,7.0,Dominique Leone
Chris Richards,7.3,Joe Tangari
Giant Sand,8.3,Matthew Murphy
Har Mar Superstar,1.9,Johnny Loftus
"Gene Estribou, Jean-Paul Pickens",7.5,Nick Sylvester
Mike Ladd,8.3,Joe Tangari
The Foreign Exchange,8.6,Jamin Warren
The Faint,5.5,Derek Miller
Radio 4,2.1,Nick Sylvester
Paul Westerberg,7.2,Matthew Murphy
Landing,5.8,Derek Miller
Fingathing,7.8,Brian Howe
Fly Pan Am,8.0,Matthew Murphy
Moving Units,5.8,Sam Ubl
The Citizens,7.9,Joe Tangari
Caetano Veloso,8.9,Liam Singer
Arcade Fire,9.7,David Moore
Rise Against,2.9,Marc Hogan
By the End of Tonight,6.7,Sam Ubl
Charmparticles,7.0,Nick Sylvester
Guitar Wolf,7.5,Johnny Loftus
The Black Keys,8.3,Jonathan Zwickel
Rachel Goswell,6.8,Stephen M. Deusner
Diplo,7.0,Jonathan Zwickel
Nina Nastasia,7.4,Chris Dahlen
Terrestre,8.6,Mark Richardson
Endochine,5.7,Joe Tangari
White Magic,7.4,Amanda Petrusich
Keith Hudson,7.9,Andy Beta
Homelife,8.2,Jonathan Zwickel
Dizzee Rascal,8.6,Scott Plagenhoef
Communiqué,6.1,David Moore
The Minus 5,7.6,Joe Tangari
Tim Berne,7.8,Chris Dahlen
Supergrass,8.5,Marc Hogan
Omar Rodriguez-López,7.5,Brian Howe
Capitol K,6.4,Nick Sylvester
Beep Beep,6.8,Brian Howe
Radian,7.1,Matthew Murphy
Twilight Singers,7.4,Stephen M. Deusner
The Good Life,8.0,Derek Miller
Nagisa Ni Te,6.8,Liam Singer
Aeroc,7.0,Johnny Loftus
Lanterna,7.6,Liam Singer
Crime,7.8,Brian Howe
Joan of Arc,5.3,David Moore
Whirlwind Heat,2.9,Johnny Loftus
Keren Ann,7.5,Sam Ubl
Pigeon Funk,7.7,Cameron Macdonald
Drive-By Truckers,8.4,Stephen M. Deusner
Castanets,8.5,Amanda Petrusich
Aberfeldy,3.4,Marc Hogan
Steve Earle,6.8,Stephen M. Deusner
Crown City Rockers,7.7,Jonathan Zwickel
Sixtoo,7.8,David Moore
The Libertines,7.1,Eric Carr
Björk,8.4,Dominique Leone
Hope of the States,5.7,Natalie Moore
Little Wings,7.0,Derek Miller
Mark Lanegan,7.2,Matthew Murphy
Migala,7.8,Joe Tangari
The Presidents of the United States of America,6.5,Marc Hogan
