artist,score,author
Angélique Kidjo,7.7,Andy Beta
"Uniform, The Body",7.8,Larry Fitzmaurice
Lykke Li,6.4,Stacey Anderson
Lily Allen,6.3,Madison Bloom
Fetty Wap,5.4,Sheldon Pearce
Eartheater,7.4,Sasha Geffen
Tierra Whack,8.3,Briana Younger
Jorja Smith ,8.1,Jackson Howard
Flasher,7.9,Ian Cohen
Palberta,7.8,Marc Masters
"Kanye West, Kid Cudi",7.6,Jayson Greene
Proc Fiskal ,7.9,Chal Ravens
Shannon Shaw,7.5,Jenn Pelly
Kadhja Bonet,7.7,Stephen Kearse
The Band,10.0,Steven Hyden
Big Freedia,6.1,Karas Lamb
The Get Up Kids,6.7,Ian Cohen
Maps & Atlases,7.0,Amanda Wicks
Brandon Wardell,5.7,Larry Fitzmaurice
Snail Mail,8.7,Ryan Dombal
LUMP,7.7,Madison Bloom
Okay Kaya,7.0,Maya-Roisin Slater
YOB,8.0,Andy O'Connor
Jon Hassell,7.3,Robert Ham
Natalie Prass,7.7,Olivia Horn 
Ghost,6.1,Zoe Camp
Jesse James Solomon ,6.8,Ciaran Thapar
Omar Apollo ,6.8,Briana Younger
Black Thought ,7.5,Brian Josephs
Mazzy Star,7.1,Ben Cardew
Sam Evian,6.8,Allison Hussey
Neko Case,7.7,Sam Sodomsky
Prefuse 73,5.9,Mehan Jayasuriya
Ben Vince,7.6,Andy Beta
Ruler,7.1,Larry Fitzmaurice
Kanye West,7.1,Meaghan Garvey
Jenny Hval,7.9,Abigail Covington
Snow Patrol,4.8,Ian Cohen
Deeper,6.9,Larry Fitzmaurice
Hole,10.0,Sasha Geffen
Oneohtrix Point Never,7.8,Sasha Geffen
Bonjay,7.4,Chris Randle
Jeremy Enigk,7.8,Patric Fallon
Âme,4.8,Daniel Martin-McCormick
Father John Misty,8.5,Jeremy D. Larson
Juice WRLD,6.4,Jay Balfour
Shygirl ,7.6,Margaret Farrell
Dear Nora,7.5,Jay Balfour
Joanne Forman,6.8,Andy Beta
J Balvin,8.0,Matthew  Ismael Ruiz
Clairo,7.0,Sasha Geffen
Wooden Shjips,7.3,Stuart Berman
Shawn Mendes,5.1,Jamieson Cox
Chvrches,6.3,Laura Snapes
Parliament,7.3,Sheldon Pearce
Tracyanne & Danny,7.4,Brian Howe
Klein,7.7,Ben Cardew
A$AP Rocky,6.7,Stephen Kearse
Sudan Archives,7.5,Jenn Pelly
DJ Lilocox,7.8,Andy Beta
Shy Layers,7.9,Philip Sherburne
MIKE,7.8,Jeff Ihaza
Raekwon,9.5,Jonah Bromwich
Hatchie ,7.5,Judy Berman
DJDS,7.3,Max Mertens
Shalamar,4.2,Ernest Wilkins
Bernice,7.5,Ben Cardew
Pusha-T,8.3,Paul A. Thompson
Johnny Jewel,7.0,Larry Fitzmaurice
Kamaal Williams,8.0,Dean Van Nguyen
MC Paul Barman,6.0,Evan Rytlewski
Wand,7.7,Steven Arroyo
Deerhunter,7.2,Marc Hogan
BTS,7.1,Sheldon Pearce
KYLE,6.9,Briana Younger
Jim O’Rourke,8.0,Philip Sherburne
Lil Baby,6.6,Evan Rytlewski
Nav,5.3,Alphonse Pierre
Surgeon,7.0,Louis Pattison
Sarah Louise,7.8,Jesse Jarnow
Courtney Barnett,7.4,Laura Snapes
Ryley Walker,7.9,Sam Sodomsky
Moomin,6.6,Philip Sherburne
Jennifer Castle,7.6,Erin Osmon
Parquet Courts,8.0,Mike Powell
Wax Idols,7.1,Sasha Geffen
"Now, Now",7.1,Olivia Horn 
Wax Chattels,6.5,David Glickman
Aretha Franklin,9.0,Nick Marino
Bruce Springsteen,9.5,Sam Sodomsky
Buck Meek,7.2,Allison Hussey
Sen Morimoto,7.7,Jonah Bromwich
Quiet Slang,5.4,Ian Cohen
Stephen Malkmus and the Jicks,8.0,Evan Rytlewski
GAS,7.8,Daniel Martin-McCormick
Patrick Paige II,7.5,Jackson Howard
Frog Eyes,7.7,Calum Marsh
Mary Lattimore,7.8,Kevin Lozano
Skee Mask,8.6,Ezra Marcus
City Girls,6.5,Claire Lobenfeld
At the Gates,7.3,Andy O'Connor
"oOoOO,  Islamiq Grrrls",6.8,Chal Ravens
Playboi Carti,8.5,Evan Rytlewski
Mark Kozelek,6.8,Ian Cohen
Okkervil River,6.9,Brad Shoup
"David Grubbs, Taku Unami",7.6,Philip Sherburne
Autechre,8.2,Andrew Nosnitsky
The Body,7.8,Nina Mashurova
Illuminati Hotties,7.3,Larry Fitzmaurice
Lorde Fredd33,7.5,Mehan Jayasuriya
Arctic Monkeys,8.1,Jazz Monroe
Tee Grizzley,6.4,Brian Josephs
Slow Mass,7.5,Ian Cohen
Ssion,7.7,Cameron Cook
Bob Dylan,9.4,Grayson Haver Currin
The Sea and Cake,7.5,Stuart Berman
Ski Mask the Slump God,7.9,Dean Van Nguyen
Bali Baby,7.4,Sheldon Pearce
Barely March,7.5,Ian Cohen
Beach House,8.9,Jayson Greene
Simian Mobile Disco,7.5,Larry Fitzmaurice
Junglepussy,7.5,Jackson Howard
Aïsha Devi,7.4,Sasha Geffen
Lucas,7.0,Mehan Jayasuriya
Jon Hopkins,8.3,Brian Howe
Damien Jurado,8.0,Grayson Haver Currin
BlocBoy JB ,7.7,Paul A. Thompson
Ben LaMar Gay,7.9,Andy Beta
Amber Mark ,8.0,Jamieson Cox
Horse Feathers,7.1,Max Savage Levenson
Desiigner,4.6,Torii MacAdams
YoungBoy Never Broke Again,6.9,Sheldon Pearce
Rae Sremmurd,8.1,Sheldon Pearce
Belly,7.2,Alfred Soto
Jacques Greene,6.9,Megan Buerger
Leon Bridges,7.2,Olivia Horn 
Iceage,8.6,Jenn Pelly
Brian Eno,8.0,Jesse Jarnow
Paul White,7.9,Jonah Bromwich
Joe Armon-Jones,7.5,Phillip Mlynar
Public Image Ltd,9.3,Vivien Goldman
"Venetian Snares, Daniel Lanois",6.9,Andy Beta
Middle Kids,6.8,Stuart Berman
Le1f,6.9,Cameron Cook
Domenico Lancellotti,7.5,Marty Sartini Garner
DJ Koze,8.8,Mark Richardson
Eleanor Friedberger,8.1,Jonah Bromwich
Cuco,7.4,Evan Rytlewski
Lucrecia Dalt,8.0,Philip Sherburne
Chris Reimer,7.5,Stuart Berman
Post Malone,5.6,Evan Rytlewski
Charge It to the Game,6.8,Mike Madden
Poo Bear,4.6,Katherine St. Asaph
Cut Worms ,7.2,Nina Corcoran
Liz Phair,10.0,Amanda Petrusich
Duppy Gun,7.4,Thea Ballard
DJ Healer,8.2,Drew Gaerig
Tove Styrke,7.5,Margaret Farrell
Janelle Monáe,7.7,Rahawa Haile
The Armed,8.1,Brandon Stosuy
Buzzy Lee,6.6,Jay Balfour
Minami Deutsch,7.0,Patrick St. Michel
Grouper,7.8,Meaghan Garvey
Elysia Crampton,7.6,Sasha Geffen
"Van Morrison, Joey DeFrancesco",7.0,Stephen Thomas Erlewine
Wata Igarashi,7.5,Andy Beta
Built to Spill,9.2,Steve Kandell
Captain Beefheart and His Magic Band,10.0,Marc Masters
"Del the Funky Homosapien, Amp Live ",7.4,Phillip Mlynar
Nines,7.5,Ciaran Thapar
Steven Julien,7.1,Ben Cardew
Forth Wanderers,7.7,Kevin Lozano
Speedy Ortiz,7.4,Alfred Soto
Dylan Carlson,6.7,Grayson Haver Currin
PeeWee Longway,6.7,Torii MacAdams
DJ Bone,7.1,Chal Ravens
Sleep,8.4,Grayson Haver Currin
Ashley Monroe,7.7,Stephen M. Deusner
Smoke DZA,7.3,Sheldon Pearce
The Caretaker,7.9,Miles Bowe
Half Waif,7.8,Sasha Geffen
"Sting, Shaggy",4.8,Evan Rytlewski
Kimbra,5.9,Eve Barlow
Gang of Four,5.7,Brad Shoup
J. Cole,6.3,Jonah Bromwich
Panopticon,7.3,Zoe Camp
Ras G & the Afrikan Space Program,6.7,Andy Beta
Denmark Vessey,6.4,Stephen Kearse
A Perfect Circle,4.9,Zoe Camp
DRINKS,8.0,Jenn Pelly
Ricky Eat Acid,7.9,Madison Bloom
Yazan,6.8,Nina Corcoran
Jonathan Richman,8.7,Marc Hogan
The National,6.0,Ian Cohen
"Smokepurpp, Murda Beatz",4.8,Sheldon Pearce
Shuggie Otis,4.6,Robert Ham
Post Animal,6.9,Larry Fitzmaurice
John Maus,7.4,Evan Rytlewski
Alexis Taylor,6.8,Jesse Dorris
International Harvester,8.4,Marc Masters
"nothing,nowhere.",5.6,Austin Brown
Tinashe,6.8,Eric Torres
"Robert Glasper, Kaytranada",6.7,Dean Van Nguyen
Littlebabyangel,7.3,Max Mertens
Lena Willikens,7.8,Philip Sherburne
Mouse on Mars,7.6,Mark Richardson
Princess Nokia,5.9,Melissa Giannini
Ross From Friends,7.1,Ezra Marcus
Daniel Avery,6.7,Patric Fallon
Neil Young,8.3,Erin Osmon
War On Women,7.6,Jenn Pelly
Sarah Davachi,7.5,Chal Ravens
GUM,7.2,Stuart Berman
Mr. Fingers,7.4,Philip Sherburne
King Tuff,6.5,Stuart Berman
µ-Ziq,5.8,Andy Beta
Florentino ,7.3,Whitney  Wei
Eminem,9.4,Jeremy D. Larson
Anna & Elizabeth,7.2,Stephen M. Deusner
Kwes,7.5,Philip Sherburne
"E-40, B-Legit",6.7,Torii MacAdams
John Prine,7.6,Kaleb Horton
A Place to Bury Strangers,5.3,Sasha Geffen
Françoise Hardy,6.5,Jazz Monroe
Eels,3.0,Ian Cohen
Saba,8.7,Sheldon Pearce
Cavalier,7.5,Paul A. Thompson
Husalah,7.2,Jay Balfour
Say Sue Me ,6.8,Steven Arroyo
Kali Uchis,8.6,Julianne Escobedo Shepherd
Lil Xan,4.7,Meaghan Garvey
Mind Over Mirrors,8.0,Grayson Haver Currin
Tom Misch,6.5,Jonah Bromwich
Cardi B,8.7,Sheldon Pearce
Flatbush Zombies,7.1,Stephen Kearse
Makeness,7.2,Stuart Berman
Project Pablo,6.7,Andy Beta
Unknown Mortal Orchestra,7.0,Jazz Monroe
Glasser,7.8,Sasha Geffen
Rich the Kid,6.6,Frankie Caracciolo
Goat Girl ,7.5,Eve Barlow
Johnny Cash,8.2,Kaleb Horton
Dr. Octagon,6.7,Ben Cardew
Zeke,7.7,Andy O'Connor
Tink,6.3,Claire Lobenfeld
Paul de Jong,5.5,Daniel Martin-McCormick
Hop Along,8.0,Jayson Greene
The Wonder Years,7.1,Luke O'Neil
Wye Oak,8.0,Brad Shoup
Hinds,7.4,Stuart Berman
Kylie Minogue,5.4,Ben Cardew
The Voidz,6.9,Stuart Berman
Chris Carter,8.0,Jesse Dorris
Empath,8.1,Judy Berman
Lil Durk,7.3,Dean Van Nguyen
"Jean Grae, Quelle Chris",8.4,Sheldon Pearce
Daphne & Celeste,7.0,Cameron Cook
The Shacks,6.1,Margaret Farrell
The Weeknd,6.5,Larry Fitzmaurice
Lindi Ortega,7.4,Stephen M. Deusner
Warm Bodies,7.7,Evan Minsker
Kacey Musgraves,8.7,Sam Sodomsky
Sevdaliza,7.0,Katherine St. Asaph
Hayley Kiyoko,6.0,Laura Snapes
"Czarface, MF DOOM",6.4,Mehan Jayasuriya
Neneh Cherry,8.0,Maura Johnston
The Cars,6.9,Alfred Soto
"No Joy, Sonic Boom",5.8,Nina Corcoran
The Messthetics,7.4,Stuart Berman
Entourage,7.6,Grayson Haver Currin
Amen Dunes,8.6,Sam Sodomsky
Stars of the Lid,7.7,Andy Beta
Sons of Kemet,7.6,Madison Bloom
SAINt JHN,6.9,Briana Younger
Mary Halvorson,8.1,Seth Colter Walls
Frankie Cosmos,7.8,Jenn Pelly
Toni Braxton,6.8,Claire Lobenfeld
Oklou,6.7,Jamieson Cox
Don Q,5.2,Stephen Kearse
"Neil Young, Promise of the Real",6.0,Stephen Thomas Erlewine
Mark Pritchard,7.6,Ben Cardew
Trouble,7.8,Jackson Howard
"Miles Davis, John Coltrane",8.3,Andy Beta
Chloe x Halle,7.6,Briana Younger
The Maghreban,7.2,Philip Sherburne
Alice Bag,7.4,Nina Corcoran
Diplo,7.4,Jonah Bromwich
Holger Czukay,9.0,Daniel Martin-McCormick
Sunflower Bean,6.4,Ian Cohen
"Shuta Hasunuma, U-zhaan",7.4,Steven Arroyo
The Kinks,9.3,Luc Sante
Tom Waits,8.7,Stephen M. Deusner
Cavern of Anti-Matter,7.7,Ben Cardew
Takecha,7.2,Jesse Weiss
Habibi,6.8,Vrinda Jagota
Jack White,4.7,Jayson Greene
Lolina,8.0,Sasha Geffen
"Ursula K. Le Guin, Todd Barton",8.3,Rebecca Bengal
Bonny Doon,6.3,Calum Marsh
Preoccupations,7.6,Sasha Geffen
PRhyme,6.1,Jonah Bromwich
Bishop Nehru,6.2,Dean Van Nguyen
Kash Doll,6.1,Brian Josephs
Rich Homie Quan,7.7,Sheldon Pearce
Saweetie,6.7,Briana Younger
Caroline Says,7.5,Jillian Mapes
Murs,6.8,Evan Rytlewski
Yo La Tengo,7.6,Eric Harvey
Gulfer,7.4,Ian Cohen
Hell to Pay,7.2,Andy O'Connor
George FitzGerald,6.4,Philip Sherburne
The Decemberists,6.1,Evan Rytlewski
Hot Snakes,7.7,Stuart Berman
Chuck Strangers,7.4,Dean Van Nguyen
Will Long,6.2,Andy Beta
Bruce Springsteen,10.0,Mark Richardson
Meshell Ndegeocello,7.8,Brad Nelson
Oneida,7.4,Dale W Eisinger
Jeremih,5.2,Claire Lobenfeld
Killy,6.8,Michelle Kim
Mount Eerie,8.5,Sam Sodomsky
The Neighbourhood,4.7,Ian Cohen
Young Fathers,7.3,Sheldon Pearce
"Dungen, Woods",7.6,Grayson Haver Currin
Essaie Pas,7.7,Max Mertens
03 Greedo,8.0,Paul A. Thompson
Logic,6.7,Evan Rytlewski
Park Jiha,7.0,Natalie Weiner
Jonny Greenwood,7.8,Philip Sherburne
August Greene,6.5,Phillip Mlynar
Caroline Rose,7.6,Calum Marsh
Of Montreal,7.2,Judy Berman
Smerz,8.1,Jamieson Cox
DJ Nigga Fox,8.0,Philip Sherburne
CRZKNY,6.6,Patrick St. Michel
David Byrne,5.8,Evan Rytlewski
Kraus,7.3,Ian Cohen
Mozzy,6.8,Paul A. Thompson
Haley Heynderickx,7.3,Olivia Horn 
8ULENTINA,7.5,Thea Ballard
Miles Davis,9.6,Andy Beta
Moby,5.7,Sasha Geffen
Joan Baez,7.4,Stephen M. Deusner
Nap Eyes,7.6,Stuart Berman
Lil Yachty,5.8,Sheldon Pearce
Ed Schrader’s Music Beat,7.4,Nina Corcoran
Ronny J,6.8,Mehan Jayasuriya
Ilsa,7.2,Zoe Camp
Andrew W.K.,6.6,Steve Kandell
Valee,7.4,Torii MacAdams
Lost Girls,7.6,Jenn Pelly
Elucid,7.7,Paul A. Thompson
Tory Lanez,5.5,Sheldon Pearce
Camp Cope,7.8,Melissa Giannini
Roc Marciano,8.0,Phillip Mlynar
P. Adrix,7.4,Megan Buerger
Titus Andronicus,5.9,Evan Rytlewski
Lucy Dacus,8.1,Sasha Geffen
Seun Kuti & Egypt 80,7.6,Phillip Mlynar
"Keiji Haino, Sumac",7.3,Andy O'Connor
Soccer Mommy,8.4,Jenn Pelly
E Ruscha V,7.7,Philip Sherburne
The Men,6.6,Stuart Berman
DJ Taye ,7.8,Meaghan Garvey
Tracey Thorn,8.0,Laura Snapes
Scarface,9.3,Hanif Abdurraqib
Spacemen 3,6.6,Michael Hann
Peggy Gou,7.7,Philip Sherburne
Suuns,7.4,Ryan Burleson
Dedekind Cut,7.2,Andy Beta
The Breeders,7.1,Maura Johnston
Superorganism ,7.8,Ben Cardew
Charlotte Day Wilson,6.7,Jay Balfour
A.A.L (Against All Logic) ,8.8,Andrew Gaerig
Bad Gyal,6.2,Philip Sherburne
Towkio,5.8,Jonah Bromwich
The Lovely Eggs,7.0,Katherine St. Asaph
Turnstile,5.4,Sam Lefebvre
Vundabar,7.5,Margaret Farrell
FRIGS,6.7,Madison Bloom
Joji,5.2,Michelle Kim
"Laurie Anderson, Kronos Quartet",7.7,Jenn Pelly
S. Carey,6.4,Ryan Burleson
Ryuichi Sakamoto,6.3,Daniel Martin-McCormick
Dabrye,7.0,Max Mertens
SOB X RBE,8.3,Paul A. Thompson
John B. McLemore,6.8,Kevin Lozano
Lo Moon,5.0,Ian Cohen
Black Milk,7.4,Jay Balfour
Starchild & the New Romantic,7.2,Matthew  Ismael Ruiz
Sublime,5.6,Evan Rytlewski
Nipsey Hussle,7.8,Sheldon Pearce
Hailu Mergia,8.0,Jazz Monroe
Johanna Warren,7.0,Sam Sodomsky
Joey Dosik,6.3,Jay Balfour
Digable Planets,8.7,Sheldon Pearce
Screaming Females,8.0,Brad Shoup
Moneybagg Yo,7.2,Jackson Howard
Tyga,3.3,Torii MacAdams
Ludwig Göransson,7.6,Brian Josephs
Kodak Black,5.0,Briana Younger
Loma,7.8,Sasha Geffen
American Nightmare,7.3,Luke O'Neil
Superchunk,8.1,Steve Kandell
Belle and Sebastian,7.2,Stuart Berman
Everything Is Recorded,7.2,Andy Beta
Wild Beasts,6.6,Sam Sodomsky
U.S. Girls,8.6,Jonah Bromwich
Mach-Hommy,7.4,Sheldon Pearce
Ride,7.0,Stuart Berman
Rejjie Snow,5.5,Karas Lamb
Ought,7.1,Jenn Pelly
American Pleasure Club,7.9,Jonah Bromwich
Belle and Sebastian,8.5,Scott Plagenhoef
Sonny Rollins,8.8,Natalie Weiner
Fischerspooner,5.8,Sean T. Collins
Brandi Carlile,6.9,Alfred Soto
Mark Renner,7.7,Erin Osmon
Car Seat Headrest,8.6,Mark Richardson
Son Lux,7.3,Sasha Geffen
Pianos Become the Teeth,7.7,Ian Cohen
"Alva Noto, Ryuichi Sakamoto",7.5,Andy Beta
Songs: Ohia,8.0,Erin Osmon
Zaki Ibrahim,7.8,Anupa Mistry
Cozz,6.8,Jackson Howard
Ashtar Lavanda,7.1,Rachel Hahn
2 Chainz,7.5,Briana Younger
Hovvdy,7.5,Sasha Geffen
Holy Motors,6.1,Steven Arroyo
"Poliça, s t a r g a z e",5.2,Olivia Horn 
Ravyn Lenae,7.9,Claire Lobenfeld
High Rise,8.4,Patrick St. Michel
Anenon,7.5,Will Schube
Genocide Pact,7.3,Andy O'Connor
Ezra Furman,7.4,Sasha Geffen
Audio Push,5.9,Jonah Bromwich
SHIRT,6.3,Phillip Mlynar
John Tejada,6.5,Alexander Iadarola
OutKast,9.5,kris ex
Dashboard Confessional,4.7,Marc Hogan
Susanna,6.0,Ben Cardew
Harm’s Way,6.8,Andy O'Connor
Mija ,7.0,Nathan Reese
MGMT,7.0,Philip Sherburne
Palm,6.8,Calum Marsh
Brigid Mae Power,7.4,Sam Sodomsky
Gunna,5.2,Evan Rytlewski
Franz Ferdinand,6.9,Jazz Monroe
Efrim Manuel Menuck,7.8,Grayson Haver Currin
Lea Bertucci,7.6,Jenn Pelly
Dream Wife,6.7,Nina Corcoran
Christoph De Babalon,8.4,Philip Sherburne
The Soft Moon,7.2,Sasha Geffen
Caleb Giles,7.0,Matthew Strauss
Kuniyuki Takahashi,6.9,Robert Ham
Rich Brian,5.9,Sheldon Pearce
Portal,7.8,Andy O'Connor
Kilchhofer,7.7,Philip Sherburne
K. Leimer,7.5,Andy Beta
Rhye,6.3,Philip Sherburne
Hookworms,7.9,Stuart Berman
Kyle Craft,4.1,Sasha Geffen
Helado Negro,7.4,Matthew  Ismael Ruiz
La Monte Young,9.5,Marc Masters
Steve Reich,4.9,Grayson Haver Currin
Anna Burch,6.8,Nina Corcoran
Mukqs,7.1,Philip Sherburne
Mammoth Grinder,7.6,Andy O'Connor
Justin Timberlake,3.8,Jamieson Cox
H.C. McEntire,8.0,Jenn Pelly
Burna Boy,7.7,Claire Lobenfeld
Field Music,7.2,Olivia Horn 
Khruangbin,7.6,Erin MacLeod
Stick in the Wheel,7.7,Stephen M. Deusner
Daniel Avery,7.0,Megan Buerger
Sylvie Courvoisier Trio,7.4,Seth Colter Walls
 JPEGMAFIA,7.7,Paul A. Thompson
Domo Genesis,4.9,Evan Rytlewski
"OMB Peezy , Sherwood Marty",6.8,Jay Balfour
Meat Beat Manifesto,6.9,Sean T. Collins
Migos,6.4,Meaghan Garvey
"Payroll Giovanni, Cardo",7.8,Torii MacAdams
NADINE,6.6,Nina Corcoran
Dommengang,7.0,Stephen M. Deusner
No Age,8.0,Jenn Pelly
Pendant,7.8,Thea Ballard
"Ghostface Killah, Apollo Brown",6.0,Jonah Bromwich
RAMZi,7.7,Andy Beta
The Spook School,6.8,Madison Bloom
2Pac,9.4,Paul A. Thompson
Fleetwood Mac,9.0,Stephen Thomas Erlewine
Hollie Cook,7.4,Jenn Pelly
De Lux,6.1,Jesse Dorris
Evidence,7.0,Dean Van Nguyen
Ty Segall,8.1,Stuart Berman
Television Personalities,6.9,Calum Marsh
Skream,5.6,Philip Sherburne
Calexico,7.1,Evan Rytlewski
Johnny Jewel,7.4,Calum Marsh
Craig David,5.5,Andy Beta
Django Django,6.9,Cameron Cook
Tribulation,8.0,Grayson Haver Currin
Nils Frahm,7.8,Philip Sherburne
Curtis Roach,6.3,Torii MacAdams
awakebutstillinbed,7.7,Ian Cohen
Aksak Maboul,7.2,Jay Balfour
Tune-Yards,6.2,Laura Snapes
The Shins,6.6,Ben Cardew
Mudhoney,6.9,Stuart Berman
Chris Dave and the Drumhedz,6.2,Phillip Mlynar
Porches,6.4,Sasha Geffen
BØRNS,5.7,Katherine St. Asaph
Dave East,7.4,Briana Younger
Cadence Weapon,7.3,Sheldon Pearce
The-Dream,9.1,Meaghan Garvey
Todd Rundgren,9.0,Sam Sodomsky
Glen Hansard,5.7,Abigail Covington
Matthewdavid,7.1,Brian Josephs
Hoodrich Pablo Juan,6.8,Jay Balfour
Shopping,8.1,Quinn Moreland
Phew,7.5,Jenn Pelly
First Aid Kit,6.4,Stephen M. Deusner
The Go! Team,6.3,Andy Beta
Belle and Sebastian,7.4,Stuart Berman
SiR,7.2,Briana Younger
Profligate ,6.8,Brian Howe
Organ Tapes,7.3,Ezra Marcus
Camila Cabello,6.8,Jamieson Cox
Shame,7.5,Eve Barlow
тпсб,7.8,Philip Sherburne
Quincy Jones,8.1,Phillip Mlynar
Jonny Greenwood,7.5,Kevin Lozano
Maxo Kream,7.6,Sheldon Pearce
Sun Ra,6.6,Daniel Martin-McCormick
Laraaji,6.7,Andy Beta
King Gizzard & The Lizard Wizard,7.7,Stuart Berman
Lil Skies,6.4,Evan Rytlewski
"Gil Scott-Heron, Brian Jackson",9.3,Michael A.  Gonzales
Black Rebel Motorcycle Club,5.8,Stephen M. Deusner
Jen Shyu,7.4,Seth Colter Walls
Booji Boys,7.0,Margaret Farrell
Panda Bear,6.6,Philip Sherburne
Conway,6.5,Evan Rytlewski
"Carlos Maria Trindade, Nuno Canavarro",7.0,Ben Cardew
Francis and the Lights,6.6,Cameron Cook
Gucci Mane,7.3,Jonah Bromwich
Sidney Gish,7.7,Nina Corcoran
Betty Davis,8.4,Rebecca Bengal
The Jazz Butcher,6.7,Robert Ham
"RJMrLA, DJ Mustard",7.2,Jay Balfour
CupcakKe,8.3,Claire Lobenfeld
Scallops Hotel,7.6,Phillip Mlynar
Special Explosion,7.5,Ian Cohen
The 1975,7.1,Maura Johnston
Vera,6.8,Brian Howe
Shells,7.6,Marc Masters
The Blue Nile,8.8,Sam Sodomsky
Esperanza Spalding,7.7,Seth Colter Walls
Birthing Hips,7.0,Zoe Camp
Emily A. Sprague,7.6,Philip Sherburne
Jeff Rosenstock,8.2,Ian Cohen
Drakeo the Ruler,7.9,Paul A. Thompson
Lil Wayne,5.8,Sheldon Pearce
Jon Brion,7.3,Sasha Geffen
Pauline Anna Strom,7.3,Daniel Martin-McCormick
"Travis Scott, Quavo",6.3,Brian Josephs
Jeremy Enigk,7.4,Ian Cohen
Virtual Self,5.9,Philip Sherburne
Zomby,7.7,Ben Cardew
The Khan Jamal Creative Arts Ensemble,7.3,Daniel Martin-McCormick
Onyx Collective ,7.4,Jay Balfour
"Chance the Rapper, Jeremih",7.7,Marc Hogan
Jeezy,6.3,Sheldon Pearce
G-Eazy,5.1,Sheldon Pearce
Shy Glizzy,7.1,Jay Balfour
Charli XCX,8.4,Meaghan Garvey
The Body,7.2,Andy O'Connor
Eminem,5.0,Matthew  Ismael Ruiz
Superpitcher,6.6,Philip Sherburne
N.E.R.D.,6.2,Jonah Bromwich
"Tom Rogerson, Brian Eno",8.0,Robert Ham
Rage Against the Machine,9.1,Grayson Haver Currin
Wyclef Jean,5.0,Ian Cohen
BROCKHAMPTON,7.5,Sheldon Pearce
Fela Kuti,8.5,Edwin “STATS” Houghton
"Tee Grizzley, Lil Durk",7.4,Evan Rytlewski
Ahnnu,7.6,Philip Sherburne
Jim James,6.2,Calum Marsh
Total Control,8.0,Jenn Pelly
Mike Dunn,6.0,Philip Sherburne
Roy Wood$,6.3,Briana Younger
"Big Sean, Metro Boomin",5.4,Claire Lobenfeld
Statik Selektah,5.9,Dean Van Nguyen
G Perico,7.7,Jay Balfour
Makaya McCraven,7.6,Steven Arroyo
"Thurston Moore, Charles Hayward",5.6,Daniel Martin-McCormick
Lil Baby,6.4,Evan Rytlewski
Palta,7.3,Philip Sherburne
Chief Keef,7.4,Jonah Bromwich
Chris Stapleton,7.6,Stephen M. Deusner
"Ceramic TL, Ipek Gorgun",7.3,Alexander Iadarola
Mariah Carey,7.9,Jamieson Cox
Visible Cloaks,7.1,Chal Ravens
Hypnotic Brass Ensemble ,7.0,Jayson Greene
Belle and Sebastian,6.9,Stuart Berman
Pender Street Steppers,7.2,Andy Beta
K. Michelle,7.0,Alfred Soto
Loke Rahbek & Frederik Valentin,7.2,Philip Sherburne
“Weird Al” Yankovic,8.2,Stephen Thomas Erlewine
Mick Jenkins,6.7,Karas Lamb
Morbid Angel,7.3,Andy O'Connor
PnB Rock,6.5,Kristin Corry
Wilco,7.0,Stephen M. Deusner
Hopsin,3.5,Sheldon Pearce
Glassjaw,6.6,Ian Cohen
Nabihah Iqbal,7.7,Ben Cardew
"Neil Young, Promise of the Real",6.7,Sam Sodomsky
Minnie Riperton,9.0,Marcus J. Moore
Sia,5.8,Katherine St. Asaph
Zaytoven,6.2,Sheldon Pearce
U2,5.3,Calum Marsh
Godflesh,8.1,Zoe Camp
blackbear,4.1,Jonah Bromwich
Expander,7.8,Andy O'Connor
Lou Reed,8.7,Mark Richardson
Metallica,10.0,Andy O'Connor
T-Pain,6.7,Briana Younger
"Fabolous, Jadakiss",6.0,Ian Cohen
Krallice,7.6,Grayson Haver Currin
Miguel,8.1,Julianne Escobedo Shepherd
INXS,8.4,Alfred Soto
King Gizzard & The Lizard Wizard,7.2,Nina Corcoran
NxWorries,7.4,Matthew  Ismael Ruiz
Equiknoxx  ,8.1,Philip Sherburne
Prurient,6.2,Louis Pattison
Lil Wop,6.8,Evan Rytlewski
Sufjan Stevens,7.2,Sasha Geffen
Tove Lo,7.1,Cameron Cook
Sam Gendel,7.0,Jay Balfour
Terekke,7.9,Jesse Weiss
Noel Gallagher's High Flying Birds,7.1,Stuart Berman
Mach-Hommy,7.9,Paul A. Thompson
HARAM,8.0,Sam Lefebvre
Peter Matthew Bauer,7.0,Pat Levy
Björk,8.4,Jeremy D. Larson
Fits,7.3,Sasha Geffen
CyHi the Prynce ,6.8,Jay Balfour
OCS,6.5,Steven Arroyo
Bronski Beat,7.2,Laura Snapes
Talib Kweli,6.7,Dean Van Nguyen
Sharon Jones and the Dap-Kings,8.0,Stephen M. Deusner
The Fall,8.4,Stuart Berman
Tim Heidecker,6.9,Marc Masters
Cam'ron,5.5,Sheldon Pearce
Morrissey,5.7,Sam Sodomsky
Jaden Smith,5.1,Kevin Lozano
Bill Brewster,7.8,Andy Beta
Qasim Naqvi,7.7,Philip Sherburne
Baths,7.9,Sasha Geffen
Bitchin Bajas,8.0,Marc Masters
